"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_admissions","total_deaths"
"893",2021-02-01,"NC","LEE",37105,502,14,244,244,0,499,3,618,10,9,10,36,8
"894",2021-02-01,"NC","LENOIR",37107,582,37,301,244,0,568,14,791,14,9,9,63,9
"895",2021-02-01,"NC","LINCOLN",37109,727,26,363,338,0,724,3,881,21,7,8,52,7
"896",2021-02-01,"NC","MACON",37113,219,8,186,25,0,219,0,301,16,3,6,23,4
"897",2021-02-01,"NC","MADISON",37115,132,2,105,25,0,132,0,123,7,2,2,NA,3
"898",2021-02-01,"NC","MARTIN",37117,161,9,75,77,0,161,0,201,8,3,3,12,7
"899",2021-02-01,"NC","MCDOWELL",37111,415,11,315,89,0,414,1,470,11,6,7,19,8
"900",2021-02-01,"NC","MECKLENBURG",37119,8290,123,3932,4235,0,8198,92,10158,97,153,170,626,81
"901",2021-02-01,"NC","MONTGOMERY",37123,294,15,207,72,0,291,3,323,18,2,3,5,9
"902",2021-02-01,"NC","MOORE",37125,714,28,71,615,0,703,11,895,42,28,31,139,11
"903",2021-02-01,"NC","NASH",37127,952,25,339,588,0,939,13,1575,29,22,22,82,25
"904",2021-02-01,"NC","NEW HANOVER",37129,2096,24,1005,1067,0,2068,28,2382,20,54,58,152,18
"905",2021-02-01,"NC","ONSLOW",37133,1158,23,804,331,0,1138,20,1501,20,11,14,25,17
"906",2021-02-01,"NC","ORANGE",37135,637,24,466,147,0,630,7,942,11,33,34,148,6
"907",2021-02-01,"NC","PASQUOTANK",37139,213,2,17,194,0,213,0,363,3,11,12,45,5
"908",2021-02-01,"NC","PENDER",37141,478,18,64,396,0,454,24,552,8,0,0,0,7
"909",2021-02-01,"NC","PERSON",37145,312,4,215,93,0,310,2,478,14,4,4,17,8
"910",2021-02-01,"NC","PITT",37147,1653,34,858,761,0,1640,13,2079,6,43,48,191,10
"911",2021-02-01,"NC","POLK",37149,118,6,73,39,0,116,2,167,8,3,4,7,4
"912",2021-02-01,"NC","RANDOLPH",37151,1514,48,988,478,0,1484,30,1705,21,8,8,35,20
"913",2021-02-01,"NC","RICHMOND",37153,396,16,282,98,0,379,17,513,18,12,13,NA,13
"914",2021-02-01,"NC","ROBESON",37155,1116,35,557,524,0,1089,27,1803,26,14,18,139,22
"915",2021-02-01,"NC","ROCKINGHAM",37157,502,23,321,158,0,483,19,591,18,11,17,41,18
"916",2021-02-01,"NC","ROWAN",37159,1317,22,226,1069,0,1300,17,1841,36,23,24,68,21
"917",2021-02-01,"NC","RUTHERFORD",37161,348,15,179,154,0,339,9,490,22,8,11,19,16
"918",2021-02-01,"NC","SAMPSON",37163,632,22,522,88,0,623,9,634,12,3,3,28,7
"919",2021-02-01,"NC","SCOTLAND",37165,247,20,155,72,0,228,19,310,10,17,17,77,12
"920",2021-02-01,"NC","STANLY",37167,697,8,67,622,0,683,14,810,18,3,4,31,10
"921",2021-02-01,"NC","STOKES",37169,339,14,217,108,0,337,2,499,10,0,0,4,9
"922",2021-02-01,"NC","SURRY",37171,854,5,142,707,0,837,17,1047,29,23,29,129,28
"923",2021-02-01,"NC","TRANSYLVANIA",37175,211,14,133,64,0,208,3,279,12,3,5,15,6
"924",2021-02-01,"NC","UNION",37179,1994,48,710,1236,0,1936,58,2368,45,35,38,76,35
"925",2021-02-01,"NC","VANCE",37181,536,8,278,250,0,532,4,593,6,7,7,17,5
"926",2021-02-01,"NC","WAKE",37183,7847,35,685,7127,0,7818,29,9122,94,90,113,224,75
"927",2021-02-01,"NC","WATAUGA",37189,400,6,195,199,0,397,3,594,5,7,8,36,6
"928",2021-02-01,"NC","WAYNE",37191,594,26,301,267,0,569,25,948,39,25,32,64,26
"929",2021-02-01,"NC","WILKES",37193,490,2,190,298,0,483,7,610,12,12,13,35,15
"930",2021-02-01,"NC","WILSON",37195,790,56,469,265,0,782,8,993,14,3,4,0,4
"931",2021-02-01,"NC","YADKIN",37197,270,10,213,47,0,267,3,326,7,1,1,NA,6
"932",2021-03-01,"NC","ALAMANCE",37001,1090,37,761,292,0,1076,14,1156,17,2,3,108,7
"933",2021-03-01,"NC","ALEXANDER",37003,149,5,61,83,0,149,0,244,8,0,1,NA,0
"934",2021-03-01,"NC","ANSON",37007,119,4,81,34,0,119,0,145,3,0,0,3,3
"935",2021-03-01,"NC","ASHE",37009,90,3,51,36,0,90,0,101,0,1,1,5,0
"936",2021-03-01,"NC","BEAUFORT",37013,160,12,114,34,0,126,34,223,9,1,2,14,4
"937",2021-03-01,"NC","BLADEN",37017,158,8,108,42,0,158,0,175,1,1,1,1,1
"938",2021-03-01,"NC","BRUNSWICK",37019,560,18,405,137,0,554,6,596,10,3,3,25,9
"939",2021-03-01,"NC","BUNCOMBE",37021,907,29,597,281,0,902,5,950,12,15,20,95,3
"940",2021-03-01,"NC","BURKE",37023,309,9,175,125,0,285,24,331,8,6,8,29,7
"941",2021-03-01,"NC","CABARRUS",37025,1430,46,468,916,0,1414,16,1285,6,17,20,111,8
"942",2021-03-01,"NC","CALDWELL",37027,285,6,181,98,0,281,4,347,25,6,6,12,7
"943",2021-03-01,"NC","CARTERET",37031,312,5,132,175,0,303,9,290,1,5,7,13,7
"944",2021-03-01,"NC","CASWELL",37033,91,5,65,21,0,89,2,121,4,0,1,NA,3
"945",2021-03-01,"NC","CATAWBA",37035,818,15,402,401,0,793,25,816,13,18,19,92,10
"946",2021-03-01,"NC","CHATHAM",37037,223,4,34,185,0,210,13,244,10,3,3,12,3
"947",2021-03-01,"NC","CHEROKEE",37039,129,8,86,35,0,128,1,160,1,1,1,20,1
"948",2021-03-01,"NC","CLEVELAND",37045,567,21,388,158,0,552,15,637,4,5,7,38,4
"949",2021-03-01,"NC","COLUMBUS",37047,266,13,136,117,0,264,2,296,7,1,3,17,3
"950",2021-03-01,"NC","CRAVEN",37049,534,45,257,232,0,524,10,614,5,9,10,82,6
"951",2021-03-01,"NC","CUMBERLAND",37051,1751,56,1336,359,0,1743,8,1786,18,15,17,68,14
"952",2021-03-01,"NC","CURRITUCK",37053,77,1,0,76,0,76,1,91,0,0,0,NA,0
"953",2021-03-01,"NC","DARE",37055,146,5,124,17,0,145,1,133,0,0,0,3,0
"954",2021-03-01,"NC","DAVIDSON",37057,824,14,106,704,0,810,14,752,22,8,11,54,6
"955",2021-03-01,"NC","DAVIE",37059,267,19,141,107,0,265,2,264,8,1,1,0,2
"956",2021-03-01,"NC","DUPLIN",37061,247,11,215,21,0,243,4,292,1,0,0,14,1
"957",2021-03-01,"NC","DURHAM",37063,1690,16,1255,419,0,1658,32,1665,11,20,24,155,7
"958",2021-03-01,"NC","EDGECOMBE",37065,398,10,53,335,0,381,17,398,3,6,7,26,4
"959",2021-03-01,"NC","FORSYTH",37067,1460,59,699,702,0,1446,14,1619,16,41,48,247,14
"960",2021-03-01,"NC","FRANKLIN",37069,588,2,67,519,0,585,3,611,4,0,1,NA,4
"961",2021-03-01,"NC","GASTON",37071,1147,97,676,374,0,1119,28,1196,26,11,16,46,10
"962",2021-03-01,"NC","GRANVILLE",37077,300,4,192,104,0,288,12,381,3,3,3,17,3
"963",2021-03-01,"NC","GREENE",37079,64,2,32,30,0,62,2,56,3,0,0,NA,1
"964",2021-03-01,"NC","GUILFORD",37081,2715,72,1385,1258,0,2652,63,3093,65,43,54,381,32
"965",2021-03-01,"NC","HALIFAX",37083,257,18,140,99,0,232,25,206,7,4,4,10,4
"966",2021-03-01,"NC","HARNETT",37085,844,38,459,347,0,822,22,904,12,6,6,43,8
"967",2021-03-01,"NC","HAYWOOD",37087,186,6,90,90,0,173,13,197,5,2,3,16,3
"968",2021-03-01,"NC","HENDERSON",37089,623,22,461,140,0,618,5,716,12,3,7,22,3
"969",2021-03-01,"NC","HERTFORD",37091,52,0,0,52,0,52,0,56,3,2,2,31,3
"970",2021-03-01,"NC","HOKE",37093,228,0,34,194,0,228,0,246,1,1,2,22,0
"971",2021-03-01,"NC","IREDELL",37097,998,22,519,457,0,989,9,1062,13,11,14,73,9
"972",2021-03-01,"NC","JACKSON",37099,131,4,68,59,0,119,12,163,7,2,2,0,1
"973",2021-03-01,"NC","JOHNSTON",37101,1269,32,604,633,0,1263,6,1494,14,4,7,53,9
"974",2021-03-01,"NC","LEE",37105,229,10,144,75,0,227,2,231,8,2,3,15,2
"975",2021-03-01,"NC","LENOIR",37107,175,11,95,69,0,172,3,230,4,2,2,17,2
"976",2021-03-01,"NC","LINCOLN",37109,428,17,261,150,0,423,5,537,9,4,4,22,1
"977",2021-03-01,"NC","MACON",37113,98,6,83,9,0,97,1,145,3,2,2,4,2
"978",2021-03-01,"NC","MADISON",37115,83,1,63,19,0,83,0,117,3,0,0,NA,0
"979",2021-03-01,"NC","MARTIN",37117,71,6,39,26,0,59,12,78,1,0,0,5,1
"980",2021-03-01,"NC","MCDOWELL",37111,151,6,109,36,0,151,0,234,2,0,1,14,1
"981",2021-03-01,"NC","MECKLENBURG",37119,6070,81,3959,2030,0,6043,27,6173,53,60,71,364,40
"982",2021-03-01,"NC","MONTGOMERY",37123,112,13,63,36,0,109,3,147,5,0,0,1,2
"983",2021-03-01,"NC","MOORE",37125,384,16,110,258,0,381,3,448,10,10,13,68,4
"984",2021-03-01,"NC","NASH",37127,814,30,284,500,0,804,10,833,7,12,12,92,7
"985",2021-03-01,"NC","NEW HANOVER",37129,1421,18,774,629,0,1418,3,1515,11,18,21,82,9
"986",2021-03-01,"NC","ONSLOW",37133,634,20,538,76,0,626,8,790,7,2,4,14,8
"987",2021-03-01,"NC","ORANGE",37135,413,7,320,86,0,410,3,375,7,19,21,95,4
"988",2021-03-01,"NC","PASQUOTANK",37139,112,3,3,106,0,111,1,129,2,0,1,21,1
"989",2021-03-01,"NC","PENDER",37141,319,14,33,272,0,311,8,374,14,0,0,0,4
"990",2021-03-01,"NC","PERSON",37145,190,6,139,45,0,177,13,242,3,2,2,14,4
"991",2021-03-01,"NC","PITT",37147,695,16,414,265,0,690,5,726,9,22,25,122,3
"992",2021-03-01,"NC","POLK",37149,55,2,43,10,0,54,1,55,0,0,0,4,1
"993",2021-03-01,"NC","RANDOLPH",37151,934,40,637,257,0,922,12,1051,15,6,7,33,12
"994",2021-03-01,"NC","RICHMOND",37153,193,9,141,43,0,193,0,183,3,1,1,NA,3
"995",2021-03-01,"NC","ROBESON",37155,455,18,273,164,0,454,1,532,18,6,6,98,5
"996",2021-03-01,"NC","ROCKINGHAM",37157,261,9,155,97,0,259,2,275,20,4,5,17,3
"997",2021-03-01,"NC","ROWAN",37159,838,27,511,300,0,832,6,846,15,10,10,42,4
"998",2021-03-01,"NC","RUTHERFORD",37161,206,8,89,109,0,194,12,224,9,2,3,13,4
"999",2021-03-01,"NC","SAMPSON",37163,543,28,442,73,0,538,5,618,7,3,3,23,13
"1000",2021-03-01,"NC","SCOTLAND",37165,81,2,60,19,0,81,0,94,5,2,2,41,2
"1001",2021-03-01,"NC","STANLY",37167,419,21,45,353,0,412,7,498,1,2,3,11,5
"1002",2021-03-01,"NC","STOKES",37169,115,2,67,46,0,114,1,123,12,3,3,2,4
"1003",2021-03-01,"NC","SURRY",37171,277,7,145,125,0,273,4,297,15,2,3,55,4
"1004",2021-03-01,"NC","TRANSYLVANIA",37175,171,2,106,63,0,170,1,163,1,1,1,5,3
"1005",2021-03-01,"NC","UNION",37179,1476,58,589,829,0,1423,53,1729,13,8,8,51,9
"1006",2021-03-01,"NC","VANCE",37181,299,13,182,104,0,287,12,351,4,5,5,17,3
"1007",2021-03-01,"NC","WAKE",37183,6244,43,2067,4134,0,6221,23,6260,162,36,44,190,20
"1008",2021-03-01,"NC","WATAUGA",37189,325,0,194,131,0,324,1,344,1,0,0,17,0
"1009",2021-03-01,"NC","WAYNE",37191,334,12,151,171,0,315,19,328,10,5,7,36,5
"1010",2021-03-01,"NC","WILKES",37193,310,6,141,163,0,295,15,315,2,3,6,18,1
"1011",2021-03-01,"NC","WILSON",37195,609,80,304,225,0,578,31,641,11,4,6,70,11
"1012",2021-03-01,"NC","YADKIN",37197,144,10,105,29,0,142,2,171,1,0,0,NA,2
"1013",2021-04-01,"NC","ALAMANCE",37001,926,44,667,215,0,911,15,948,24,6,8,89,11
"1014",2021-04-01,"NC","ALEXANDER",37003,119,9,55,55,0,118,1,206,1,0,0,NA,1
"1015",2021-04-01,"NC","ANSON",37007,110,1,78,31,0,110,0,102,0,1,1,2,0
"1016",2021-04-01,"NC","ASHE",37009,75,0,49,26,0,75,0,111,1,1,1,8,0
"1017",2021-04-01,"NC","BEAUFORT",37013,120,7,96,17,0,109,11,59,6,1,2,17,3
"1018",2021-04-01,"NC","BLADEN",37017,132,7,96,29,0,121,11,123,0,0,0,1,0
"1019",2021-04-01,"NC","BRUNSWICK",37019,449,13,341,95,0,445,4,445,9,2,3,18,5
"1020",2021-04-01,"NC","BUNCOMBE",37021,981,29,622,330,0,973,8,997,11,14,18,117,4
"1021",2021-04-01,"NC","BURKE",37023,307,9,157,141,0,301,6,316,7,8,8,36,7
"1022",2021-04-01,"NC","CABARRUS",37025,1656,90,667,899,0,1645,11,1714,10,14,16,144,7
"1023",2021-04-01,"NC","CALDWELL",37027,272,6,140,126,0,258,14,280,3,4,4,11,3
"1024",2021-04-01,"NC","CARTERET",37031,290,0,121,169,0,287,3,331,6,2,2,5,2
"1025",2021-04-01,"NC","CASWELL",37033,85,3,64,18,0,82,3,77,0,0,0,NA,0
"1026",2021-04-01,"NC","CATAWBA",37035,768,18,346,404,0,747,21,938,7,8,9,95,6
"1027",2021-04-01,"NC","CHATHAM",37037,177,4,26,147,0,177,0,223,1,2,2,10,2
"1028",2021-04-01,"NC","CHEROKEE",37039,230,24,146,60,0,223,7,237,0,3,3,45,4
"1029",2021-04-01,"NC","CLEVELAND",37045,426,32,287,107,0,415,11,437,5,3,5,36,3
"1030",2021-04-01,"NC","COLUMBUS",37047,156,6,85,65,0,143,13,164,1,1,1,18,2
"1031",2021-04-01,"NC","CRAVEN",37049,306,19,148,139,0,301,5,302,4,3,6,39,3
"1032",2021-04-01,"NC","CUMBERLAND",37051,2201,68,1692,441,0,2187,14,2054,7,14,14,69,7
"1033",2021-04-01,"NC","CURRITUCK",37053,67,0,0,67,0,67,0,61,1,0,0,NA,1
"1034",2021-04-01,"NC","DARE",37055,88,1,79,8,0,88,0,94,2,0,0,3,1
"1035",2021-04-01,"NC","DAVIDSON",37057,856,17,108,731,0,847,9,850,7,8,9,45,6
"1036",2021-04-01,"NC","DAVIE",37059,199,8,107,84,0,198,1,217,1,0,0,0,1
"1037",2021-04-01,"NC","DUPLIN",37061,218,6,202,10,0,204,14,238,4,3,3,14,5
"1038",2021-04-01,"NC","DURHAM",37063,1325,18,914,393,0,1319,6,1618,4,9,13,193,3
"1039",2021-04-01,"NC","EDGECOMBE",37065,421,13,170,238,0,414,7,430,9,3,5,32,7
"1040",2021-04-01,"NC","FORSYTH",37067,1854,92,858,904,0,1828,26,1905,13,29,35,265,11
"1041",2021-04-01,"NC","FRANKLIN",37069,533,2,149,382,0,509,24,670,2,1,1,NA,1
"1042",2021-04-01,"NC","GASTON",37071,1312,85,813,414,0,1292,20,1305,19,19,22,45,18
"1043",2021-04-01,"NC","GRANVILLE",37077,264,11,170,83,0,262,2,316,1,0,0,12,2
"1044",2021-04-01,"NC","GREENE",37079,98,7,60,31,0,95,3,97,2,0,0,NA,2
"1045",2021-04-01,"NC","GUILFORD",37081,2841,74,1486,1281,0,2808,33,3598,76,25,27,305,17
"1046",2021-04-01,"NC","HALIFAX",37083,273,12,142,119,0,272,1,318,5,2,3,21,4
"1047",2021-04-01,"NC","HARNETT",37085,750,42,523,185,0,740,10,816,6,3,3,50,4
"1048",2021-04-01,"NC","HAYWOOD",37087,218,2,100,116,0,212,6,265,4,2,3,17,3
"1049",2021-04-01,"NC","HENDERSON",37089,519,14,401,104,0,513,6,529,5,3,3,34,1
"1050",2021-04-01,"NC","HERTFORD",37091,61,0,2,59,0,61,0,79,0,1,1,7,0
"1051",2021-04-01,"NC","HOKE",37093,244,4,42,198,0,244,0,237,0,1,1,23,0
"1052",2021-04-01,"NC","IREDELL",37097,983,20,475,488,0,963,20,956,3,5,6,75,7
"1053",2021-04-01,"NC","JACKSON",37099,86,0,38,48,0,86,0,94,1,1,1,5,1
"1054",2021-04-01,"NC","JOHNSTON",37101,1351,36,653,662,0,1320,31,1710,8,3,4,57,6
"1055",2021-04-01,"NC","LEE",37105,226,16,146,64,0,214,12,218,2,2,3,18,1
"1056",2021-04-01,"NC","LENOIR",37107,292,32,123,137,0,272,20,222,3,2,2,40,5
"1057",2021-04-01,"NC","LINCOLN",37109,551,25,366,160,0,543,8,549,5,1,1,36,1
"1058",2021-04-01,"NC","MACON",37113,87,10,67,10,0,84,3,349,5,3,3,7,3
"1059",2021-04-01,"NC","MADISON",37115,78,2,59,17,0,65,13,89,1,0,0,NA,2
"1060",2021-04-01,"NC","MARTIN",37117,69,8,41,20,0,65,4,83,1,1,1,3,2
"1061",2021-04-01,"NC","MCDOWELL",37111,163,8,108,47,0,163,0,158,0,0,1,11,1
"1062",2021-04-01,"NC","MECKLENBURG",37119,6960,108,3931,2921,0,6910,50,7223,31,49,63,504,33
"1063",2021-04-01,"NC","MONTGOMERY",37123,85,10,49,26,0,84,1,91,2,0,0,2,2
"1064",2021-04-01,"NC","MOORE",37125,380,27,242,111,0,375,5,373,5,6,6,85,1
"1065",2021-04-01,"NC","NASH",37127,723,31,228,464,0,711,12,771,7,11,14,85,10
"1066",2021-04-01,"NC","NEW HANOVER",37129,1175,17,598,560,0,1169,6,1250,3,7,7,72,2
"1067",2021-04-01,"NC","ONSLOW",37133,1290,23,1081,186,0,1258,32,1221,2,1,4,13,1
"1068",2021-04-01,"NC","ORANGE",37135,333,11,240,82,0,331,2,406,1,11,12,79,0
"1069",2021-04-01,"NC","PASQUOTANK",37139,137,2,41,94,0,135,2,117,1,3,3,39,1
"1070",2021-04-01,"NC","PENDER",37141,311,17,39,255,0,307,4,285,0,0,0,0,0
"1071",2021-04-01,"NC","PERSON",37145,118,5,69,44,0,116,2,105,0,1,1,4,0
"1072",2021-04-01,"NC","PITT",37147,1083,21,580,482,0,1076,7,1077,0,13,15,121,4
"1073",2021-04-01,"NC","POLK",37149,46,3,29,14,0,44,2,48,2,1,1,1,1
"1074",2021-04-01,"NC","RANDOLPH",37151,570,25,368,177,0,566,4,617,9,2,3,24,6
"1075",2021-04-01,"NC","RICHMOND",37153,228,13,142,73,0,214,14,237,0,2,2,NA,1
"1076",2021-04-01,"NC","ROBESON",37155,570,21,296,253,0,527,43,546,6,3,3,132,7
"1077",2021-04-01,"NC","ROCKINGHAM",37157,356,20,217,119,0,338,18,300,25,1,3,15,2
"1078",2021-04-01,"NC","ROWAN",37159,864,20,515,329,0,857,7,902,3,5,5,43,6
"1079",2021-04-01,"NC","RUTHERFORD",37161,247,7,135,105,0,220,27,261,2,1,2,4,5
"1080",2021-04-01,"NC","SAMPSON",37163,412,25,313,74,0,398,14,433,9,1,2,29,3
"1081",2021-04-01,"NC","SCOTLAND",37165,169,11,120,38,0,157,12,151,4,5,5,57,3
"1082",2021-04-01,"NC","STANLY",37167,406,18,117,271,0,401,5,408,19,4,4,31,7
"1083",2021-04-01,"NC","STOKES",37169,203,5,118,80,0,203,0,195,2,0,2,0,0
"1084",2021-04-01,"NC","SURRY",37171,347,8,180,159,0,329,18,425,3,5,5,70,2
"1085",2021-04-01,"NC","TRANSYLVANIA",37175,216,1,146,69,0,214,2,250,4,1,1,7,1
"1086",2021-04-01,"NC","UNION",37179,1549,65,673,811,0,1515,34,1594,6,8,9,60,7
"1087",2021-04-01,"NC","VANCE",37181,227,14,146,67,0,214,13,241,1,6,6,22,2
"1088",2021-04-01,"NC","WAKE",37183,5767,43,2164,3560,0,5746,21,5401,37,27,36,171,18
"1089",2021-04-01,"NC","WATAUGA",37189,147,0,95,52,0,146,1,249,1,1,2,28,0
"1090",2021-04-01,"NC","WAYNE",37191,453,17,214,222,0,442,11,432,9,8,10,51,9
"1091",2021-04-01,"NC","WILKES",37193,245,6,109,130,0,241,4,253,6,2,2,25,5
"1092",2021-04-01,"NC","WILSON",37195,470,39,247,184,0,465,5,524,14,9,11,50,11
"1093",2021-04-01,"NC","YADKIN",37197,145,10,111,24,0,143,2,139,0,0,0,NA,1
"1094",2021-05-01,"NC","ALAMANCE",37001,342,23,211,108,0,326,16,931,23,5,8,78,8
"1095",2021-05-01,"NC","ALEXANDER",37003,58,5,21,32,0,57,1,63,1,0,0,NA,0
"1096",2021-05-01,"NC","ANSON",37007,59,1,43,15,0,59,0,80,0,0,0,5,0
"1097",2021-05-01,"NC","ASHE",37009,45,1,33,11,0,44,1,87,0,0,0,9,0
"1098",2021-05-01,"NC","BEAUFORT",37013,138,8,113,17,0,126,12,168,0,3,3,15,2
"1099",2021-05-01,"NC","BLADEN",37017,123,8,78,37,0,121,2,102,1,0,0,5,1
"1100",2021-05-01,"NC","BRUNSWICK",37019,207,9,159,39,0,203,4,238,1,3,3,13,2
"1101",2021-05-01,"NC","BUNCOMBE",37021,445,11,259,175,0,440,5,508,9,14,14,81,7
"1102",2021-05-01,"NC","BURKE",37023,195,6,102,87,0,170,25,201,6,4,5,44,5
"1103",2021-05-01,"NC","CABARRUS",37025,641,36,291,314,0,634,7,655,9,11,13,81,6
"1104",2021-05-01,"NC","CALDWELL",37027,179,8,114,57,0,165,14,200,6,5,5,12,4
"1105",2021-05-01,"NC","CARTERET",37031,144,2,32,110,0,125,19,145,3,5,5,18,4
"1106",2021-05-01,"NC","CASWELL",37033,29,1,17,11,0,29,0,42,2,0,1,NA,0
"1107",2021-05-01,"NC","CATAWBA",37035,478,12,251,215,0,465,13,489,7,10,11,59,7
"1108",2021-05-01,"NC","CHATHAM",37037,120,5,19,96,0,109,11,128,3,1,1,0,1
"1109",2021-05-01,"NC","CHEROKEE",37039,73,8,30,35,0,70,3,111,14,0,0,17,1
"1110",2021-05-01,"NC","CLEVELAND",37045,221,9,142,70,0,218,3,253,3,3,3,25,3
"1111",2021-05-01,"NC","COLUMBUS",37047,94,4,41,49,0,82,12,87,1,0,0,13,0
"1112",2021-05-01,"NC","CRAVEN",37049,218,16,96,106,0,215,3,221,5,6,6,35,4
"1113",2021-05-01,"NC","CUMBERLAND",37051,1449,55,1115,279,0,1432,17,1675,10,19,21,72,14
"1114",2021-05-01,"NC","CURRITUCK",37053,41,0,2,39,0,41,0,52,0,0,0,NA,0
"1115",2021-05-01,"NC","DARE",37055,36,0,30,6,0,36,0,57,0,1,3,4,0
"1116",2021-05-01,"NC","DAVIDSON",37057,647,23,50,574,0,637,10,654,8,6,8,60,7
"1117",2021-05-01,"NC","DAVIE",37059,114,6,44,64,0,112,2,131,1,2,2,0,2
"1118",2021-05-01,"NC","DUPLIN",37061,99,6,87,6,0,88,11,116,5,3,3,13,6
"1119",2021-05-01,"NC","DURHAM",37063,466,6,311,149,0,459,7,759,6,21,21,91,6
"1120",2021-05-01,"NC","EDGECOMBE",37065,181,6,74,101,0,179,2,187,2,6,6,14,2
"1121",2021-05-01,"NC","FORSYTH",37067,911,47,380,484,0,902,9,1220,8,29,33,221,11
"1122",2021-05-01,"NC","FRANKLIN",37069,275,7,80,188,0,274,1,345,2,0,0,NA,4
"1123",2021-05-01,"NC","GASTON",37071,744,63,503,178,0,726,18,706,17,18,21,26,16
"1124",2021-05-01,"NC","GRANVILLE",37077,83,2,60,21,0,83,0,119,3,1,1,11,2
"1125",2021-05-01,"NC","GREENE",37079,93,1,46,46,0,92,1,85,0,1,1,NA,1
"1126",2021-05-01,"NC","GUILFORD",37081,1219,59,741,419,0,1199,20,1697,18,27,31,216,20
"1127",2021-05-01,"NC","HALIFAX",37083,126,6,66,54,0,114,12,123,3,1,1,9,2
"1128",2021-05-01,"NC","HARNETT",37085,470,36,357,77,0,456,14,511,7,3,3,26,5
"1129",2021-05-01,"NC","HAYWOOD",37087,136,5,58,73,0,123,13,147,1,0,0,17,0
"1130",2021-05-01,"NC","HENDERSON",37089,210,4,152,54,0,208,2,234,3,3,5,11,5
"1131",2021-05-01,"NC","HERTFORD",37091,33,0,1,32,0,33,0,29,1,1,1,8,1
"1132",2021-05-01,"NC","HOKE",37093,188,2,46,140,0,188,0,205,1,1,1,24,0
"1133",2021-05-01,"NC","IREDELL",37097,608,15,325,268,0,591,17,646,11,11,13,62,9
"1134",2021-05-01,"NC","JACKSON",37099,52,1,27,24,0,52,0,43,0,0,1,1,0
"1135",2021-05-01,"NC","JOHNSTON",37101,689,28,339,322,0,686,3,890,13,6,8,41,9
"1136",2021-05-01,"NC","LEE",37105,163,12,89,62,0,159,4,180,3,2,2,17,4
"1137",2021-05-01,"NC","LENOIR",37107,277,28,117,132,0,258,19,292,5,5,7,35,8
"1138",2021-05-01,"NC","LINCOLN",37109,308,7,204,97,0,308,0,363,1,2,2,38,1
"1139",2021-05-01,"NC","MACON",37113,31,4,20,7,0,31,0,98,4,0,0,5,1
"1140",2021-05-01,"NC","MADISON",37115,30,3,20,7,0,30,0,59,1,0,0,NA,1
"1141",2021-05-01,"NC","MARTIN",37117,51,6,25,20,0,39,12,37,5,1,1,0,5
"1142",2021-05-01,"NC","MCDOWELL",37111,88,0,66,22,0,88,0,97,0,0,2,2,0
"1143",2021-05-01,"NC","MECKLENBURG",37119,2905,66,1878,961,0,2882,23,3289,29,50,53,319,29
"1144",2021-05-01,"NC","MONTGOMERY",37123,46,3,38,5,0,45,1,50,3,0,0,2,3
"1145",2021-05-01,"NC","MOORE",37125,167,7,146,14,0,156,11,200,3,11,12,68,4
"1146",2021-05-01,"NC","NASH",37127,310,22,143,145,0,302,8,301,13,7,7,56,5
"1147",2021-05-01,"NC","NEW HANOVER",37129,480,15,202,263,0,473,7,537,3,12,14,61,7
"1148",2021-05-01,"NC","ONSLOW",37133,705,25,553,127,0,687,18,861,6,5,5,16,6
"1149",2021-05-01,"NC","ORANGE",37135,79,0,50,29,0,79,0,85,0,13,14,73,0
"1150",2021-05-01,"NC","PASQUOTANK",37139,95,9,37,49,0,70,25,108,3,3,4,55,4
"1151",2021-05-01,"NC","PENDER",37141,157,9,31,117,0,155,2,202,0,0,0,0,1
"1152",2021-05-01,"NC","PERSON",37145,121,2,75,44,0,121,0,122,4,1,1,7,3
"1153",2021-05-01,"NC","PITT",37147,856,18,436,402,0,850,6,895,10,21,24,98,1
"1154",2021-05-01,"NC","POLK",37149,36,1,18,17,0,36,0,37,0,0,0,8,1
"1155",2021-05-01,"NC","RANDOLPH",37151,278,14,163,101,0,265,13,324,6,2,3,13,4
"1156",2021-05-01,"NC","RICHMOND",37153,133,8,113,12,0,130,3,121,5,4,5,NA,4
"1157",2021-05-01,"NC","ROBESON",37155,394,21,228,145,0,368,26,374,14,7,7,122,11
"1158",2021-05-01,"NC","ROCKINGHAM",37157,220,11,154,55,0,219,1,360,14,0,2,12,2
"1159",2021-05-01,"NC","ROWAN",37159,411,19,244,148,0,410,1,448,6,6,7,28,5
"1160",2021-05-01,"NC","RUTHERFORD",37161,165,5,97,63,0,161,4,187,7,6,8,10,8
"1161",2021-05-01,"NC","SAMPSON",37163,144,10,115,19,0,133,11,165,5,2,4,15,4
"1162",2021-05-01,"NC","SCOTLAND",37165,99,15,76,8,0,97,2,114,2,5,5,42,2
"1163",2021-05-01,"NC","STANLY",37167,167,6,72,89,0,156,11,195,3,3,3,6,2
"1164",2021-05-01,"NC","STOKES",37169,184,9,112,63,0,181,3,195,0,0,0,2,0
"1165",2021-05-01,"NC","SURRY",37171,243,12,134,97,0,218,25,249,8,8,8,67,8
